City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
354,Cabedelo,88,BR,1666232562,74,-6.9811,-34.8339,74.07,13.73
355,Zhigansk,100,RU,1666232562,89,66.7697,123.3711,13.46,5.21
356,Sulphur Springs,0,US,1666232562,38,33.1385,-95.6011,48.94,6.62
357,Kemijärvi,96,FI,1666232563,83,66.7131,27.4306,32.27,5.06
358,Eureka,4,US,1666232521,84,40.8021,-124.1637,56.19,1.01
359,Hazorasp,11,UZ,1666232454,39,41.3194,61.0742,42.64,11.92
360,Mombetsu,75,JP,1666232564,51,44.3525,143.3525,57.22,17.27
361,Bilma,0,NE,1666232564,23,18.6853,12.9164,72.07,9.73
362,Port Augusta,50,AU,1666232564,46,-32.5,137.7667,73.44,16.33
363,Pangnirtung,58,CA,1666232565,68,66.1451,-65.7125,15.22,6.91
364,Tomé,92,CL,1666232565,87,-36.6167,-72.95,50.61,5.1
365,Kavieng,90,PG,1666232565,66,-2.5744,150.7967,85.8,8.34
366,Boa Vista,0,BR,1666232566,94,2.8197,-60.6733,73.38,2.3
367,Hervey Bay,98,AU,1666232566,81,-25.2986,152.8535,75.02,8.99
368,Marsh Harbour,100,BS,1666232567,70,26.5412,-77.0636,77.94,12.1
369,Biak,100,ID,1666232567,66,-0.9131,122.8766,84.25,1.52
370,Killybegs,100,IE,1666232567,91,54.6333,-8.45,53.29,18.34
371,Ikwiriri,70,TZ,1666232568,94,-7.9562,38.9716,67.57,1.19
372,Mayo,0,US,1666232568,75,38.8876,-76.5119,50.13,3.44
373,Pacific Grove,0,US,1666232569,51,36.6177,-121.9166,79.45,1.01
374,Zhenlai,89,CN,1666232569,27,45.8495,123.2973,55.22,7.63
375,Warri,100,NG,1666232570,93,5.5167,5.75,75.92,2.82
376,Nicoya,26,CR,1666232570,89,10.1483,-85.452,75.87,0.31
377,Coquimbo,0,CL,1666232545,82,-29.9533,-71.3436,55.13,1.14
378,Karratha,0,AU,1666232571,44,-20.7377,116.8463,84.67,5.12
379,Vestmannaeyjar,100,IS,1666232571,76,63.4427,-20.2734,43.16,6.15
380,Venice of the Philippines,100,PH,1666232572,73,4.6628,119.3928,83.17,4.99
381,Roald,100,NO,1666232572,87,62.5833,6.1333,41.76,9.22
382,Morant Bay,21,JM,1666232573,83,17.8815,-76.4093,83.82,5.44
383,Bilibino,15,RU,1666232573,93,68.0546,166.4372,15.71,3.91
384,Viedma,10,AR,1666232573,52,-40.8135,-62.9967,67.62,18.57
385,Sola,83,VU,1666232574,70,-13.8833,167.55,88.47,3.44
386,Dhidhdhoo,76,MV,1666232574,79,6.8833,73.1,80.8,16.24
387,Zweibrücken,20,DE,1666232574,81,49.25,7.3667,54.57,8.05
388,Ketchikan,100,US,1666232425,82,55.3422,-131.6461,54.07,8.05
389,Vardø,20,NO,1666232575,75,70.3705,31.1107,33.78,24.16
390,San Rafael,92,AR,1666232575,62,-34.6177,-68.3301,62.64,5.35
391,Abu Samrah,0,SY,1666232576,67,35.3029,37.1841,63.57,5.37
392,Bukama,99,CD,1666232576,77,-9.2,25.85,70.93,1.59
393,Potrerillos,100,HN,1666232576,98,15.2333,-87.9667,80.42,1.61
394,Raja,47,SS,1666232577,86,8.4596,25.678,70.75,3.38
395,Şerbăneşti,0,RO,1666232577,62,44.3333,24.7,51.01,7.11
396,Mackay,55,AU,1666232291,78,-21.15,149.2,78.87,5.64
397,Port Lincoln,11,AU,1666232578,67,-34.7333,135.8667,64.53,9.75
398,Sur,100,OM,1666232578,35,22.5667,59.5289,79.52,3.91
399,Saint George,0,US,1666232579,18,37.1041,-113.5841,77.95,4.61
400,Coyhaique,100,CL,1666232579,66,-45.5752,-72.0662,53.55,9.22
401,Teya,100,RU,1666232479,87,60.3778,92.6267,34.02,5.73
402,Kingsville,0,US,1666232580,66,27.5159,-97.8561,61.48,8.05
403,Yarmouth,0,US,1666232531,74,41.7057,-70.2286,52.97,11.01
404,Soe,79,ID,1666232580,55,-9.8607,124.284,82.98,2.24
405,Nouadhibou,0,MR,1666232581,68,20.931,-17.0347,73.38,14.97
406,Kununurra,96,AU,1666232581,46,-15.7667,128.7333,94.98,5.75
407,Moramanga,99,MG,1666232581,91,-18.9333,48.2,57.33,1.23
408,Keti Bandar,88,PK,1666232582,66,24.1447,67.4497,78.6,6.58
409,Zwedru,100,LR,1666232583,99,6.0667,-8.1281,69.87,1.36
410,Yaya,100,RU,1666232480,77,56.206,86.44,38.1,13.09
411,Tura,40,IN,1666232583,73,25.5198,90.2201,75.16,3.47
412,Joshīmath,15,IN,1666232333,54,30.5667,79.5667,52.59,2.28
413,Chatham,100,GB,1666232584,70,51.3789,0.5279,60.31,1.99
414,Agüimes,20,ES,1666232584,83,27.9054,-15.4461,67.66,9.22
415,Batemans Bay,100,AU,1666232585,70,-35.7167,150.1833,69.1,6.85
416,Mongoumba,100,CF,1666232585,99,3.6415,18.5936,71.06,3.76
417,Pauini,94,BR,1666232586,85,-7.7136,-66.9764,75.15,3.02
418,Bakloh,95,IN,1666232586,55,32.4667,75.9167,58.93,6.91
419,Broken Hill,38,AU,1666232482,50,-31.95,141.4333,73.42,7.02
420,Leningradskiy,100,RU,1666232587,96,69.3833,178.4167,32.5,23.53
421,eMkhomazi,50,ZA,1666232588,91,-30.2067,30.7978,70.68,10.47
422,Okakarara,42,NA,1666232588,50,-20.5833,17.4333,68.45,4.5
423,Iwanai,11,JP,1666232589,59,42.9744,140.5089,57.69,15.46
424,Tougan,0,BF,1666232589,38,13.0667,-3.0667,80.35,4.56
425,Naze,8,JP,1666232590,59,28.3667,129.4833,76.12,22.66
426,Isiolo,72,KE,1666232590,79,0.3546,37.5822,65.84,8.93
427,Lambaré,75,PY,1666232591,100,-25.3468,-57.6065,71.19,6.91
428,Chimay,100,BE,1666232591,82,50.0486,4.3171,56.82,12.75
429,Gucheng,1,CN,1666232591,33,35.9115,111.3192,61.3,4.45
430,Khuzhir,98,RU,1666232592,60,53.1939,107.3397,39.92,6.35
431,Vanimo,96,PG,1666232592,62,-2.6741,141.3028,86.29,6.31
432,Sieradz,0,PL,1666232593,79,51.5958,18.7302,32.45,1.66
433,Petelea,3,RO,1666232593,89,46.7289,24.7065,45.63,4.41
434,Maketu,82,NZ,1666232594,46,-37.7667,176.45,64.85,12.64
435,Neuquén,0,AR,1666232594,24,-38.9516,-68.0591,67.89,11.5
436,Uíge,100,AO,1666232595,96,-7.6087,15.0613,68.77,2.35
437,Warmbad,4,NA,1666232595,53,-28.45,18.7333,69.39,11.14
438,Charters Towers,41,AU,1666232595,37,-20.1,146.2667,90.79,6.04
439,Otautau,100,NZ,1666232596,85,-46.15,168.0,48.09,12.15
440,Emerald,88,AU,1666232596,63,-23.5333,148.1667,81.1,11.97
441,Navalcarnero,100,ES,1666232597,56,40.2891,-4.012,67.46,4.72
442,Launceston,8,AU,1666232597,40,-41.45,147.1667,74.16,10.36
443,Sakakah,60,SA,1666232310,16,29.9697,40.2064,69.37,6.35
444,Freeport,0,US,1666232542,59,40.6576,-73.5832,52.97,16.11
445,Gigmoto,80,PH,1666232598,71,13.7796,124.39,85.03,2.66
446,Aripuanã,96,BR,1666232599,96,-9.1667,-60.6333,71.87,3.42
447,Los Llanos de Aridane,0,ES,1666232600,55,28.6585,-17.9182,64.15,8.01
448,Huilong,5,CN,1666232600,55,31.8111,121.655,67.93,13.06
449,Ābādān,0,IR,1666232601,56,30.3392,48.3043,69.75,2.3
450,Laguna,0,US,1666232601,45,38.421,-121.4238,80.31,0.0
451,Vryheid,100,ZA,1666232601,92,-27.7695,30.7917,61.56,2.71
452,Luís Correia,35,BR,1666232602,78,-2.8792,-41.6669,79.47,13.29
453,Djambala,100,CG,1666232602,95,-2.5447,14.7533,68.7,4.34
454,Gōdo,0,JP,1666232603,38,35.4167,136.6,66.94,1.9
455,Havre-St-Pierre,100,CA,1666232603,100,50.2334,-63.5986,52.16,14.97
456,Demidov,100,RU,1666232604,89,55.2706,31.515,40.39,14.0
457,Namatanai,92,PG,1666232605,62,-3.6667,152.4333,86.94,5.3
458,Baghdad,100,IQ,1666232337,40,33.3406,44.4009,69.71,4.61
459,Srednekolymsk,100,RU,1666232489,93,67.45,153.6833,16.02,21.54
460,Katwa,0,IN,1666232606,64,23.6399,88.128,77.14,7.05
461,Skibotn,99,NO,1666232606,98,69.3913,20.2679,38.12,7.25
462,Hualmay,76,PE,1666232606,83,-11.0964,-77.6139,61.3,10.58
463,Panna,15,IN,1666232607,67,24.7167,80.2,68.5,4.59
464,Puri,3,IN,1666232607,81,19.8,85.85,77.52,10.6
465,Te Anau,100,NZ,1666232608,93,-45.4167,167.7167,45.72,5.75
466,Bemidji,0,US,1666232605,68,47.4736,-94.8803,40.77,0.0
467,Constitución,5,CL,1666232608,93,-35.3333,-72.4167,51.71,7.76
468,San Nicolas,100,PH,1666232609,100,18.1725,120.5953,75.11,4.61
469,Whyalla,72,AU,1666232609,61,-33.0333,137.5833,67.69,15.23
470,Santa Cecília,100,BR,1666232610,99,-26.9608,-50.4269,57.54,3.24
471,Mariestad,3,SE,1666232610,93,58.7097,13.8237,39.51,8.21
472,Pemangkat,53,ID,1666232611,71,1.1667,108.9667,83.35,3.74
473,Mananjary,76,MG,1666232611,81,-21.2167,48.3333,68.94,2.73
474,Wasilla,100,US,1666232612,82,61.5814,-149.4394,46.78,4.61
475,Havelock,0,US,1666232612,79,34.8791,-76.9013,51.75,0.0
476,Kendari,77,ID,1666232613,65,-3.945,122.4989,86.27,6.08
477,Whitefish,0,US,1666232613,85,48.4111,-114.3376,48.88,0.0
478,Zhanakorgan,54,KZ,1666232613,48,43.9098,67.2495,43.41,13.42
479,‘Ewa Beach,75,US,1666232614,89,21.3156,-158.0072,75.4,8.05
480,Borogontsy,99,RU,1666232614,88,62.6683,131.1683,18.54,6.15
481,Saint-Pierre,0,RE,1666232615,63,-21.3393,55.4781,65.91,8.05
482,Otane,53,NZ,1666232615,57,-39.8833,176.6333,66.0,13.31
483,Gaozhou,100,CN,1666232616,71,21.9392,110.8461,66.56,2.51
484,Bermejillo,10,MX,1666232616,54,25.8833,-103.6167,68.04,4.18
485,Deming,0,US,1666232616,58,32.2687,-107.7586,57.09,3.44
486,São José da Coroa Grande,68,BR,1666232617,83,-8.8978,-35.1478,74.39,10.98
487,Yulara,0,AU,1666232319,37,-25.2406,130.9889,75.07,2.53
488,Kibala,0,TD,1666232617,94,9.1104,18.3463,73.35,2.3
489,Ostrovnoy,100,RU,1666232618,62,68.0531,39.5131,35.8,35.12
490,Sri Aman,20,MY,1666232618,84,1.2376,111.4621,84.25,2.3
491,Martapura,20,ID,1666232618,74,-3.4167,114.85,86.09,3.44
492,Chumikan,21,RU,1666232619,65,54.7183,135.315,40.33,19.48
493,Fayaoué,49,NC,1666232619,71,-20.65,166.5333,75.61,15.03
494,Novoagansk,100,RU,1666232620,93,61.9449,76.6625,37.87,10.31
495,Fort Saint James,100,CA,1666232620,34,54.4333,-124.25,56.98,11.7
496,Araouane,82,ML,1666232621,16,18.9048,-3.5265,85.44,2.24
497,Aksarka,100,RU,1666232621,92,66.5606,67.7975,33.22,14.85
498,Teguise,0,ES,1666232621,88,29.0605,-13.564,66.42,5.75
499,Marsabit,90,KE,1666232622,77,2.3284,37.9899,62.13,20.15
500,Rāvar,2,IR,1666232622,35,31.2656,56.8055,61.88,1.88
501,Muroto-misakicho,0,JP,1666232622,51,33.2833,134.15,67.08,9.64
502,Marrakesh,0,MA,1666232623,56,31.6315,-8.0083,69.87,4.61
503,Marathon,0,US,1666232623,65,44.9,-89.7668,35.35,5.75
504,Sandwick,100,GB,1666232624,66,60.0,-1.25,46.22,8.05
505,LaBelle,14,US,1666232624,60,26.7617,-81.4384,62.62,6.82
506,Entre Rios,0,BR,1666232625,94,-11.9419,-38.0844,66.07,3.24
507,Great Bend,0,US,1666232625,47,38.3645,-98.7648,57.04,0.0
508,Puteyets,100,RU,1666232625,96,65.1716,57.091,32.22,8.25
509,Maun,88,BW,1666232626,36,-19.9833,23.4167,76.15,10.94
510,Bognor Regis,100,GB,1666232626,96,50.7821,-0.6798,62.92,3.09
511,Marawi,99,PH,1666232627,70,7.9986,124.2928,80.56,0.43
512,Xiongyue,88,CN,1666232627,59,40.1774,122.1228,61.61,15.82
513,Teahupoo,20,PF,1666232628,77,-17.8333,-149.2667,71.56,11.59
514,Barnstaple,100,GB,1666232628,93,51.0802,-4.0581,57.2,5.99
515,Kualakapuas,86,ID,1666232629,72,-3.0091,114.3876,85.26,3.29
516,Omboué,100,GA,1666232629,89,-1.5746,9.2618,76.33,8.39
517,Nuevo Progreso,6,MX,1666232629,62,23.1667,-97.95,65.46,5.08
518,Antofagasta,30,CL,1666232630,77,-23.65,-70.4,58.28,4.72
519,Saint-Augustin,100,CA,1666232631,92,51.226,-58.6502,50.56,15.55
520,Manaure,3,CO,1666232631,76,11.7751,-72.4445,82.65,14.27
521,Hūn,46,LY,1666232631,63,29.1268,15.9477,66.06,4.65
522,Bumba,100,CD,1666232632,92,2.1833,22.4667,69.51,2.08
523,Erenhot,9,CN,1666232632,42,43.6475,111.9767,58.42,17.07
524,Sobolevo,100,RU,1666232633,93,54.4299,31.8996,42.17,16.37
525,Ambovombe,1,MG,1666232633,91,-25.1667,46.0833,67.14,9.48
526,Grand Gaube,59,MU,1666232633,69,-20.0064,57.6608,67.37,5.99
527,Yatou,7,CN,1666232634,51,37.15,122.3833,62.96,10.13
528,Kashgar,100,CN,1666232634,24,39.4547,75.9797,56.41,11.18
529,Yangi Marg`ilon,14,UZ,1666232635,87,40.4272,71.7189,39.92,2.3
530,Tateyama,0,JP,1666232635,46,34.9833,139.8667,63.55,9.6
531,Mumbai,40,IN,1666232489,89,19.0144,72.8479,82.38,8.05
532,Rio Grande,2,BR,1666232636,94,-32.035,-52.0986,60.85,7.27
533,Boende,100,CD,1666232636,99,-0.2167,20.8667,68.65,1.61
534,Gillette,0,US,1666232357,42,44.2911,-105.5022,52.86,4.61
535,Izhma,100,RU,1666232471,94,65.0083,53.9113,33.53,8.88
536,Chahal Guatemala,100,GT,1666232637,99,15.75,-89.5667,71.89,0.69
537,Carauari,100,BR,1666232638,98,-4.8828,-66.8958,74.03,1.86
538,Greenfield,0,US,1666232638,72,42.9614,-88.0126,35.71,4.61
539,Mathbaria,0,BD,1666232639,73,22.2876,89.9593,77.68,8.28
540,Pangody,100,RU,1666232639,97,65.85,74.4859,35.85,12.82
541,Lesnoy,84,RU,1666232640,86,57.6198,63.0784,33.67,6.55
542,Usinsk,100,RU,1666232640,93,65.9939,57.5281,31.1,11.07
543,Ploemeur,100,FR,1666232640,93,47.7333,-3.4333,58.82,6.91
544,Arman',100,RU,1666232641,45,59.7,150.1667,26.56,7.11
545,Iguape,99,BR,1666232445,96,-24.7081,-47.5553,68.13,1.61
546,Yeppoon,96,AU,1666232642,81,-23.1333,150.7333,74.98,10.51
547,Aku,100,NG,1666232642,98,6.7081,7.3167,70.66,2.44
548,Paamiut,0,GL,1666232642,65,61.994,-49.6678,30.29,21.12
549,Hidalgo,100,MX,1666232489,97,20.5,-99.0,49.89,4.38
550,Peterhead,100,GB,1666232643,75,57.5058,-1.7981,50.4,18.88
551,Isla Vista,58,US,1666232644,44,34.4133,-119.861,80.46,3.91
552,Sengés,95,BR,1666232644,93,-24.1128,-49.4636,65.55,3.76
553,Douglas,0,US,1666232645,49,41.3,-96.167,48.07,4.61
554,Hongjiang,97,CN,1666232645,23,27.11,109.9956,69.55,1.97
555,Kuytun,97,RU,1666232646,87,54.3419,101.5036,34.77,2.3
556,Palmares do Sul,86,BR,1666232428,96,-30.2578,-50.5097,62.04,5.97
557,Amga,100,RU,1666232646,86,60.8953,131.9608,26.92,9.04
558,Necochea,100,AR,1666232647,90,-38.5473,-58.7368,57.92,10.54
559,Bintulu,20,MY,1666232647,83,3.1667,113.0333,82.81,3.44
560,Mirzāpur,0,IN,1666232647,62,25.15,82.5833,73.36,3.71
561,Puerto Suárez,10,BO,1666232648,72,-18.95,-57.8,77.14,2.24
562,Trairi,21,BR,1666232418,81,-3.2778,-39.2689,78.66,13.44
563,Camacha,20,PT,1666232649,88,33.0833,-16.3333,67.42,2.3
564,Turukhansk,100,RU,1666232649,97,65.8167,87.9833,33.96,20.45
565,Mozarlândia,24,BR,1666232650,31,-14.7447,-50.5706,85.86,2.17
566,Manta,100,EC,1666232650,83,-0.95,-80.7333,71.38,10.36
567,Chitral,0,PK,1666232650,54,35.8462,71.7858,47.05,5.99
568,Cockburn Town,20,TC,1666232651,76,21.4612,-71.1419,82.96,11.21
569,Zhezkazgan,75,KZ,1666232651,49,47.8043,67.7144,46.38,17.9
570,Mojo,13,ET,1666232652,49,8.6,39.1167,55.11,4.83
